Date, Time, Latitude, Longitude, Altitude, Speed, Course, Type, Distance, Essential
2015/10/03, 21:32:15,-46.875763,37.858536,22.03,0,100,-2,0,1
2015/10/03, 21:32:16,-46.875763,37.858536,22.03,0,100,0,0,1
2015/10/03, 21:32:17,-46.875763,37.858536,22.03,0,100,0,0,1
2015/10/03, 21:32:18,-46.875889,37.858555,43.34,180,100,0,14.08,1
2015/10/03, 21:32:19,-46.875889,37.858555,42.66,180,100,0,0,1
2015/10/03, 21:32:20,-46.875896,37.858555,42.44,108,100,0,0.78,1
2015/10/03, 21:32:21,-46.8759,37.858551,42.4,0,100,0,0.54,1
2015/10/03, 21:32:22,-46.8759,37.858551,42.4,0,100,0,0,1
2015/10/03, 21:32:23,-46.8759,37.858551,42.4,0,100,0,0,1
2015/10/03, 21:32:24,-46.8759,37.858551,42.4,0,100,0,0,1
2015/10/03, 21:32:25,-46.8759,37.858551,42.4,0,100,0,0,1
2015/10/03, 21:32:26,-46.8759,37.858551,42.4,0,100,0,0,1
2015/10/03, 21:32:27,-46.8759,37.858551,42.4,0,100,0,0,1
2015/10/03, 21:32:28,-46.8759,37.858551,42.4,0,100,0,0,1
2015/10/03, 21:32:29,-46.8759,37.858551,42.4,0,100,0,0,1
2015/10/03, 21:32:30,-46.8759,37.858551,42.4,0,100,0,0,1
2015/10/03, 21:32:31,-46.8759,37.858551,42.4,0,100,0,0,1
2015/10/03, 21:32:32,-46.8759,37.858551,42.4,0,100,0,0,1
2015/10/03, 21:32:33,-46.8759,37.858551,42.4,0,100,0,0,1
2015/10/03, 21:32:34,-46.8759,37.858551,42.4,0,100,0,0,1
2015/10/03, 21:32:35,-46.8759,37.858551,42.4,0,100,0,0,1
2015/10/03, 21:32:36,-46.8759,37.858551,42.4,0,100,0,0,1
2015/10/03, 21:32:37,-46.8759,37.858551,42.4,0,100,0,0,1
2015/10/03, 21:32:38,-46.8759,37.858551,42.4,0,100,0,0,1
2015/10/03, 21:32:39,-46.8759,37.858551,42.4,0,100,0,0,1
2015/10/03, 21:32:40,-46.8759,37.858551,42.4,0,100,0,0,1
2015/10/03, 21:32:41,-46.8759,37.858551,42.4,0,100,0,0,1
2015/10/03, 21:32:42,-46.8759,37.858551,42.4,0,100,0,0,1
2015/10/03, 21:32:43,-46.8759,37.858551,42.4,0,100,0,0,1
2015/10/03, 21:32:44,-46.8759,37.858551,42.4,0,100,0,0,1
2015/10/03, 21:32:45,-46.8759,37.858551,42.4,0,100,0,0,1
2015/10/03, 21:32:46,-46.8759,37.858551,42.4,0,100,0,0,1
2015/10/03, 21:32:47,-46.8759,37.858551,42.4,0,100,0,0,1
2015/10/03, 21:32:48,-46.8759,37.858551,42.4,0,100,0,0,1
2015/10/03, 21:32:49,-46.8759,37.858551,42.4,0,100,0,0,1
2015/10/03, 21:32:50,-46.8759,37.858551,42.4,0,100,0,0,1
2015/10/03, 21:32:51,-46.8759,37.858551,42.4,0,100,0,0,1
2015/10/03, 21:32:52,-46.8759,37.858551,42.4,0,100,0,0,1
2015/10/03, 21:32:53,-46.8759,37.858551,42.4,0,100,0,0,1
2015/10/03, 21:32:54,-46.8759,37.858551,42.4,0,100,0,0,1
2015/10/03, 21:32:55,-46.8759,37.858551,42.4,0,100,0,0,1
2015/10/03, 21:32:56,-46.8759,37.858551,42.4,0,100,0,0,1
2015/10/03, 21:32:56,-46.8759,37.858551,42.4,0,100,0,0,1
2015/10/03, 21:32:57,-46.8759,37.858551,42.4,0,100,0,0,1
2015/10/03, 21:32:58,-46.8759,37.858551,42.4,0,100,0,0,1
2015/10/03, 21:32:59,-46.8759,37.858551,42.4,0,100,0,0,1
2015/10/03, 21:33:00,-46.8759,37.858551,42.4,0,100,0,0,1
2015/10/03, 21:33:01,-46.8759,37.858551,42.4,0,100,0,0,1
2015/10/03, 21:33:02,-46.8759,37.858551,42.4,0,100,0,0,1
2015/10/03, 21:33:03,-46.875874,37.858532,38.67,1620,100,0,3.23,1
2015/10/03, 21:33:04,-46.875881,37.858532,39.06,1188,100,0,0.78,1
2015/10/03, 21:33:05,-46.875889,37.858528,39.51,1296,100,0,0.94,1
2015/10/03, 21:33:06,-46.875885,37.858532,39.19,0,100,0,0.54,1
2015/10/03, 21:33:07,-46.875885,37.858532,39.19,0,100,0,0,1
2015/10/03, 21:33:08,-46.875885,37.858532,39.19,0,100,0,0,1
2015/10/03, 21:33:09,-46.875885,37.858532,39.19,0,100,0,0,1
2015/10/03, 21:33:10,-46.875885,37.858532,39.19,0,100,-4,0,1
2015/10/04, 14:27:11,-46.96109,37.857292,29.15,1512,5,-2,0,1
2015/10/04, 15:28:46,-46.961117,37.857227,16.29,396,9,0,5.77,1
2015/10/04, 16:30:58,-46.96109,37.857246,35.5,0,178,0,3.33,1
2015/10/04, 17:32:17,-46.961124,37.857239,24.29,0,334,0,3.82,1
2015/10/04, 18:32:46,-46.960995,37.8573,25.74,576,195,0,15.07,1
2015/10/04, 19:32:04,-46.961071,37.857254,38.12,36,214,0,9.14,1
2015/10/04, 20:31:53,-46.961105,37.857197,34.65,0,117,0,5.75,1
2015/10/04, 21:31:41,-46.961018,37.857311,35.23,0,16,0,12.98,1
2015/10/04, 22:31:02,-46.96117,37.857227,27.07,792,194,0,18.06,1
2015/10/04, 23:34:17,-46.961121,37.857239,35.86,0,62,-4,5.52,1
2015/10/05, 00:34:53,-46.961109,37.857197,29.29,0,77,-2,0,1
2015/10/05, 01:36:22,-46.961094,37.857265,41.07,684,175,0,5.42,1
2015/10/05, 02:36:59,-46.961151,37.857304,39.29,0,121,0,7,1
2015/10/05, 03:36:06,-46.961098,37.857262,40.73,0,11,0,6.7,1
2015/10/05, 04:35:35,-46.961109,37.857254,37.49,432,163,0,1.37,1
2015/10/05, 05:42:11,-46.961075,37.857273,37.9,0,26,0,4.05,1
2015/10/05, 06:41:35,-46.961079,37.85725,38.15,0,3,0,1.8,1
2015/10/05, 07:41:29,-46.961105,37.857265,45.1,0,158,0,3.11,1
2015/10/05, 08:40:58,-46.961102,37.857258,44.2,0,106,0,0.63,1
2015/10/05, 09:40:36,-46.961105,37.857243,39.82,576,152,0,1.19,1
2015/10/05, 10:40:33,-46.961121,37.857254,41.8,432,5,0,1.97,1
2015/10/05, 11:40:04,-46.961102,37.857254,42.27,0,67,0,2.11,1
2015/10/05, 12:39:58,-46.961113,37.857231,40.15,0,227,0,2.13,1
2015/10/05, 13:40:33,-46.961098,37.857262,43.54,252,150,0,2.88,1
2015/10/05, 14:45:22,-46.961098,37.857265,43.57,0,10,0,0.23,1
2015/10/05, 15:47:03,-46.961082,37.857307,37.88,540,356,0,3.65,1
